code,short_url,google_shopping_url,query,product_id,catalog_id
yfou3Gso7a,https://bhezy.github.io/r/yfou3Gso7a/,"https://www.google.com/search?ibp=oshop&q=Fully+Loaded+Alpha+Fuel+Nootropic+Pouches+(Wintergreen+Fuel)+-+Nootropic+Energy+Pouches+with+Caffeine%2C+Alpha+GPC%2C+Tyrosine%2C+Taurine%2C+Guarana+and+More&prds=localAnnotatedOfferId:1,productid:13270860764577678084,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Fully Loaded Alpha Fuel Nootropic Pouches (Wintergreen Fuel) - Nootropic Energy Pouches with Caffeine, Alpha GPC, Tyrosine, Taurine, Guarana and More",13270860764577678084,
lNL2e34LTI,https://bhezy.github.io/r/lNL2e34LTI/,"https://www.google.com/search?ibp=oshop&q=Fully+Loaded+Alpha+Fuel+Nootropic+Pouches+(Wintergreen+Fuel)+-+Nootropic+Energy+Pouches+with+Caffeine%2C+Alpha+GPC%2C+Tyrosine%2C+Taurine%2C+Guarana+and+More&prds=localAnnotatedOfferId:1,catalogid:7785445841216216147,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Fully Loaded Alpha Fuel Nootropic Pouches (Wintergreen Fuel) - Nootropic Energy Pouches with Caffeine, Alpha GPC, Tyrosine, Taurine, Guarana and More",,7785445841216216147
w7JjfuoMCw,https://bhezy.github.io/r/w7JjfuoMCw/,"https://www.google.com/search?ibp=oshop&q=PG-275+XL+Black+Ink+Cartridge+PG-275XL+for+Canon+275+Black+Ink+275XL+Ink+Cartridges+for+Canon+Printers+Pixma+TR4720+TS3722+TS3500+TS3520+TS3522+TR4700+TR4722+TR4723+TS3720+(2+Black)&prds=localAnnotatedOfferId:1,productid:3129898610707465844,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",PG-275 XL Black Ink Cartridge PG-275XL for Canon 275 Black Ink 275XL Ink Cartridges for Canon Printers Pixma TR4720 TS3722 TS3500 TS3520 TS3522 TR4700 TR4722 TR4723 TS3720 (2 Black),3129898610707465844,
SRNPJtYXaJ,https://bhezy.github.io/r/SRNPJtYXaJ/,"https://www.google.com/search?ibp=oshop&q=Trace+Minerals+ZeroLyte+Salty+Mango+Flavor+-+Sugar+Free+Electrolyte+Drink+Mix+-+Supports+Hydration%2C+Energy%2C+Stamina+-+Ancient+Sea+Salt%2C+Full+Spectrum+Minerals%2C+Coconut+Water+-+30+Packets&prds=localAnnotatedOfferId:1,productid:7421201903721706663,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Trace Minerals ZeroLyte Salty Mango Flavor - Sugar Free Electrolyte Drink Mix - Supports Hydration, Energy, Stamina - Ancient Sea Salt, Full Spectrum Minerals, Coconut Water - 30 Packets",7421201903721706663,
eY0aqLzecG,https://bhezy.github.io/r/eY0aqLzecG/,"https://www.google.com/search?ibp=oshop&q=Silicone+Scar+Stick%2C+80%25+Silicone+Stick+for+Face+and+Body.+Silicone+Stick+for+Removal+of+Surgical%2COld+and+Recent+Scars+and+Stretch+Marks+-+7g&prds=localAnnotatedOfferId:1,productid:15344020953716164366,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Silicone Scar Stick, 80% Silicone Stick for Face and Body. Silicone Stick for Removal of Surgical,Old and Recent Scars and Stretch Marks - 7g",15344020953716164366,
GI8knalSgT,https://bhezy.github.io/r/GI8knalSgT/,"https://www.google.com/search?ibp=oshop&q=MTN+OPS+Ignite+Sugar+Free+Energy+Drink+Powder+with+200mg+Caffeine%2C+Nootropic+Blend+for+Energy%2C+Focus+%26+Endurance%2C+L+Arginine+%26+L+Citrulline+Pre+Workout%2C+45+Servings%2C+Tiger's+Blood&prds=localAnnotatedOfferId:1,catalogid:2305787273123287416,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","MTN OPS Ignite Sugar Free Energy Drink Powder with 200mg Caffeine, Nootropic Blend for Energy, Focus & Endurance, L Arginine & L Citrulline Pre Workout, 45 Servings, Tiger's Blood",,2305787273123287416
AoQz_PMmDZ,https://bhezy.github.io/r/AoQz_PMmDZ/,"https://www.google.com/search?ibp=oshop&q=Flutter+Valve%2C+Breathing+Exercise+Device+for+Lungs%2C+Natural+Clearance%2C+Breathing+Trainer&prds=localAnnotatedOfferId:1,catalogid:17404062188217314167,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Flutter Valve, Breathing Exercise Device for Lungs, Natural Clearance, Breathing Trainer",,17404062188217314167
xO8ISr8P4i,https://bhezy.github.io/r/xO8ISr8P4i/,"https://www.google.com/search?ibp=oshop&q=Brothers+All+Natural+Freeze+Dried+Fruit+Crisps%2C+Variety+Pack%2C+24+Single+Serve+Bags%2C+Fuji+Apple%2C+Strawberry%2C+Straberry+and+Banana%2C+Made+with+100%25+Fruit%2C+Gluten+Free%2C+Soy+Free%2C+Vegan%2C+Healthy+Snack+%7C+Packaging+May+Vary&prds=localAnnotatedOfferId:1,catalogid:10508987527583745444,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Brothers All Natural Freeze Dried Fruit Crisps, Variety Pack, 24 Single Serve Bags, Fuji Apple, Strawberry, Straberry and Banana, Made with 100% Fruit, Gluten Free, Soy Free, Vegan, Healthy Snack | Packaging May Vary",,10508987527583745444
DsgyWurN2B,https://bhezy.github.io/r/DsgyWurN2B/,"https://www.google.com/search?ibp=oshop&q=Hiya+Kids+Immune+Support+%E2%80%93+Vitamin+C%2C+Elderberry+%26+Beta+Glucans+for+Ages+2%2B%2C+Delicious+Orange+Flavor%2C+0g+Sugar+%E2%80%93+20+Stick+Packs+for+Toddlers+%26+Kids&prds=localAnnotatedOfferId:1,catalogid:8370566200913014655,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Hiya Kids Immune Support – Vitamin C, Elderberry & Beta Glucans for Ages 2+, Delicious Orange Flavor, 0g Sugar – 20 Stick Packs for Toddlers & Kids",,8370566200913014655
McnSlEgr4w,https://bhezy.github.io/r/McnSlEgr4w/,"https://www.google.com/search?ibp=oshop&q=Trace+Minerals+ZeroLyte+Salty+Orange+Flavor+-+Sugar+Free+Electrolyte+Drink+Mix+-+Supports+Hydration%2C+Energy%2C+Stamina+-+Ancient+Sea+Salt%2C+Full+Spectrum+Minerals%2C+Coconut+Water+-+30+Packets&prds=localAnnotatedOfferId:1,catalogid:4175205579864212780,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Trace Minerals ZeroLyte Salty Orange Flavor - Sugar Free Electrolyte Drink Mix - Supports Hydration, Energy, Stamina - Ancient Sea Salt, Full Spectrum Minerals, Coconut Water - 30 Packets",,4175205579864212780
_-OcH18o7B,https://bhezy.github.io/r/_-OcH18o7B/,"https://www.google.com/search?ibp=oshop&q=Fully+Loaded+Alpha+Nootropic+Pouches+(Mango)+-+5+Cans+-+15+Pouches+per+can+-Effective+Nootropic+Delivery%2C+Nic+Pouch+Replacement+-+Faster+Absorption%2C+Alpha+GPC%2C+L-Tyrosine%2C+GABA&prds=localAnnotatedOfferId:1,productid:6251271651934532670,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Fully Loaded Alpha Nootropic Pouches (Mango) - 5 Cans - 15 Pouches per can -Effective Nootropic Delivery, Nic Pouch Replacement - Faster Absorption, Alpha GPC, L-Tyrosine, GABA",6251271651934532670,
NV0iW9BPV8,https://bhezy.github.io/r/NV0iW9BPV8/,"https://www.google.com/search?ibp=oshop&q=Boveda+72%25+Two-Way+Humidity+Control+Pack+For+Large+Wood+Humidifier+Boxes+%E2%80%93+Size+320+%E2%80%93+Single+%E2%80%93+Moisture+Absorber+%E2%80%93+Humidifier+Pack+%E2%80%93+Individually+Wrapped+Hydration+Packet&prds=localAnnotatedOfferId:1,catalogid:16331687972562076907,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",Boveda 72% Two-Way Humidity Control Pack For Large Wood Humidifier Boxes – Size 320 – Single – Moisture Absorber – Humidifier Pack – Individually Wrapped Hydration Packet,,16331687972562076907
axvYncb9tR,https://bhezy.github.io/r/axvYncb9tR/,"https://www.google.com/search?ibp=oshop&q=Stellar+Snacks+Mini+Pretzel+Braids%2C+Maui+Monk%2C+Vegan%2C+Kosher%2C+Non-GMO%2C+1.5+Ounce+(Pack+of+24)&prds=localAnnotatedOfferId:1,catalogid:10319195330717422525,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Stellar Snacks Mini Pretzel Braids, Maui Monk, Vegan, Kosher, Non-GMO, 1.5 Ounce (Pack of 24)",,10319195330717422525
Ff6pYi4ErC,https://bhezy.github.io/r/Ff6pYi4ErC/,"https://www.google.com/search?ibp=oshop&q=JRready+ST5236+Deutsch+Pin+Extractor+Tool+for+16%2312%2320%23+Solid%2FStamped+Contacts+10-22+AWG%2C+Terminal+Removal+Tool+Kit+with+Steel+DRK-RT1+for+Deutsch+DT%2CDTM%2CDTP+Series+Connector+13PCS&prds=localAnnotatedOfferId:1,catalogid:3753520380206841666,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","JRready ST5236 Deutsch Pin Extractor Tool for 16#12#20# Solid/Stamped Contacts 10-22 AWG, Terminal Removal Tool Kit with Steel DRK-RT1 for Deutsch DT,DTM,DTP Series Connector 13PCS",,3753520380206841666
CThBGdY616,https://bhezy.github.io/r/CThBGdY616/,"https://www.google.com/search?ibp=oshop&q=JRready+ST5236+Deutsch+Pin+Extractor+Tool+for+16%2312%2320%23+Solid%2FStamped+Contacts+10-22+AWG%2C+Terminal+Removal+Tool+Kit+with+Steel+DRK-RT1+for+Deutsch+DT%2CDTM%2CDTP+Series+Connector+13PCS&prds=localAnnotatedOfferId:1,catalogid:5471417664869513468,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","JRready ST5236 Deutsch Pin Extractor Tool for 16#12#20# Solid/Stamped Contacts 10-22 AWG, Terminal Removal Tool Kit with Steel DRK-RT1 for Deutsch DT,DTM,DTP Series Connector 13PCS",,5471417664869513468
dlvCAALVxF,https://bhezy.github.io/r/dlvCAALVxF/,"https://www.google.com/search?ibp=oshop&q=JRready+ST5236+Deutsch+Pin+Extractor+Tool+for+16%2312%2320%23+Solid%2FStamped+Contacts+10-22+AWG%2C+Terminal+Removal+Tool+Kit+with+Steel+DRK-RT1+for+Deutsch+DT%2CDTM%2CDTP+Series+Connector+13PCS&prds=localAnnotatedOfferId:1,catalogid:6614555280877380318,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","JRready ST5236 Deutsch Pin Extractor Tool for 16#12#20# Solid/Stamped Contacts 10-22 AWG, Terminal Removal Tool Kit with Steel DRK-RT1 for Deutsch DT,DTM,DTP Series Connector 13PCS",,6614555280877380318
lp8R0HTsmN,https://bhezy.github.io/r/lp8R0HTsmN/,"https://www.google.com/search?ibp=oshop&q=Hiya+Kids+Immune+Support+%E2%80%93+Vitamin+C%2C+Elderberry+%26+Beta+Glucans+for+Ages+2%2B%2C+Delicious+Orange+Flavor%2C+0g+Sugar+%E2%80%93+20+Stick+Packs+for+Toddlers+%26+Kids&prds=localAnnotatedOfferId:1,productid:17119680680557997836,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Hiya Kids Immune Support – Vitamin C, Elderberry & Beta Glucans for Ages 2+, Delicious Orange Flavor, 0g Sugar – 20 Stick Packs for Toddlers & Kids",17119680680557997836,
q0N-iL--Th,https://bhezy.github.io/r/q0N-iL--Th/,"https://www.google.com/search?ibp=oshop&q=True+Lime+7+flavor+variety+Pack%3A+WATERMELON+AQUA+FRESCA%2C+LIMEADE%2C+Original+Lemonade%2C+Peach%2C+Black+Cherry%2C+Raspberry+%26+Mango+Orange.+True+Citrus+Assorted+Beverage+Pack%3A+(7+boxes)%2C+Red&prds=localAnnotatedOfferId:1,catalogid:13043024165778840388,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","True Lime 7 flavor variety Pack: WATERMELON AQUA FRESCA, LIMEADE, Original Lemonade, Peach, Black Cherry, Raspberry & Mango Orange. True Citrus Assorted Beverage Pack: (7 boxes), Red",,13043024165778840388
yBgbcUsnI6,https://bhezy.github.io/r/yBgbcUsnI6/,"https://www.google.com/search?ibp=oshop&q=Nellie's+Oxygen+Brightener+-+100+Scoops+-+Planet+Friendly+Stain+Remover+-+Safe+Alternative+to+Bleach+-+Septic-Safe+Formula+-+Compact+Powder+Form+-+Made+in+Canada&prds=localAnnotatedOfferId:1,catalogid:11880578140330016831,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",Nellie's Oxygen Brightener - 100 Scoops - Planet Friendly Stain Remover - Safe Alternative to Bleach - Septic-Safe Formula - Compact Powder Form - Made in Canada,,11880578140330016831
DCw179NZ7E,https://bhezy.github.io/r/DCw179NZ7E/,https://www.google.com/search?ibp=oshop&q=Fully+Loaded+Alpha+Mushrooms+-+Adaptogen+Nootropic+Pouches+%285-Pack%2C+Mint%29+-+-+Lion%27s+Mane%2C+Cordyceps%2C+%26+Chaga+-+5+cans%2C+15+Pouches+per+can+-+Functional+Mushrooms+-+Made+in+The+USA&hl=en&gl=us&udm=28&prds=catalogid%3A3262813957798198802%2CheadlineOfferDocid%3A10124414978027223808%2CimageDocid%3A15468280710521221696%2Cgpcid%3A16928876646953069091%2Cpvt%3Ahg,"Fully Loaded Alpha Mushrooms - Adaptogen Nootropic Pouches (5-Pack, Mint) - - Lion's Mane, Cordyceps, & Chaga - 5 cans, 15 Pouches per can - Functional Mushrooms - Made in The USA",,3262813957798198802
edf5EmhkUJ,https://bhezy.github.io/r/edf5EmhkUJ/,https://www.google.com/search?ibp=oshop&q=Fully+Loaded+Alpha+Mushrooms+-+Adaptogen+Nootropic+Pouches+%285-Pack%2C+Mint%29+-+-+Lion%27s+Mane%2C+Cordyceps%2C+%26+Chaga+-+5+cans%2C+15+Pouches+per+can+-+Functional+Mushrooms+-+Made+in+The+USA&hl=en&gl=us&udm=28&prds=catalogid%3A6270552873711854822%2CheadlineOfferDocid%3A16663416868051158385%2CimageDocid%3A11464383059095445215%2Cgpcid%3A12155742699000740311%2Cpvt%3Ahg,"Fully Loaded Alpha Mushrooms - Adaptogen Nootropic Pouches (5-Pack, Mint) - - Lion's Mane, Cordyceps, & Chaga - 5 cans, 15 Pouches per can - Functional Mushrooms - Made in The USA",,6270552873711854822
mE0mqIBXBb,https://bhezy.github.io/r/mE0mqIBXBb/,"https://www.google.com/search?ibp=oshop&q=Skin-Tac+Torbot+H+Adhesive+Barrier+Wipes+50+Count+(2+Pack)&prds=localAnnotatedOfferId:1,productid:4842051885198320366,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",Skin-Tac Torbot H Adhesive Barrier Wipes 50 Count (2 Pack),4842051885198320366,
Fifa4z01HY,https://bhezy.github.io/r/Fifa4z01HY/,"https://www.google.com/search?ibp=oshop&q=Sockers+Banbo+Toys+Portugal+Cristiano+Ronaldo+8%22+Collectible+Soccer+Action+Figure&prds=localAnnotatedOfferId:1,productid:2332652403660610600,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Sockers Banbo Toys Portugal Cristiano Ronaldo 8"" Collectible Soccer Action Figure",2332652403660610600,
1wY6Zduu5B,https://bhezy.github.io/r/1wY6Zduu5B/,"https://www.google.com/search?ibp=oshop&q=Boyd+Enterprises+Chemi-Pure+Blue+Filtration+Media+for+Aquarium%2C+11-Ounce+(2+Pack)&prds=localAnnotatedOfferId:1,catalogid:15289091628184493802,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Boyd Enterprises Chemi-Pure Blue Filtration Media for Aquarium, 11-Ounce (2 Pack)",,15289091628184493802
r5oldOaNCL,https://bhezy.github.io/r/r5oldOaNCL/,"https://www.google.com/search?ibp=oshop&q=immi+Creamy+%E2%80%9CChicken%E2%80%9D+Ramen+%E2%80%93+Improved+Taste%2C+Better+Texture+%26+High+Protein+%E2%80%93+Vegan%2C+Ramen+Noodles+%E2%80%93+Low+Carb%2C+Zero+Sugar+%E2%80%93+Healthy+Keto-Friendly+Ramen+Bowl%2C+6-Pack&prds=localAnnotatedOfferId:1,productid:10321524617885912600,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","immi Creamy “Chicken” Ramen – Improved Taste, Better Texture & High Protein – Vegan, Ramen Noodles – Low Carb, Zero Sugar – Healthy Keto-Friendly Ramen Bowl, 6-Pack",10321524617885912600,
-3XA43PF0e,https://bhezy.github.io/r/-3XA43PF0e/,"https://www.google.com/search?ibp=oshop&q=Rugby+Polacrilex+2mg+Nicotine+Gum+-+Mint+Flavor%2C+Quit+Smoking+and+Vaping+Aid%2C+Sugar-Free%2C+110+Count+(1-Pack)&prds=localAnnotatedOfferId:1,productid:4005727650823223480,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Rugby Polacrilex 2mg Nicotine Gum - Mint Flavor, Quit Smoking and Vaping Aid, Sugar-Free, 110 Count (1-Pack)",4005727650823223480,
99BxpmSNeX,https://bhezy.github.io/r/99BxpmSNeX/,"https://www.google.com/search?ibp=oshop&q=JOB+Gold+1-1%2F2+Size+Rolling+Papers+Set%2C+24+Booklets+(24+Rolling+Papers+per+Booklet)+100%25+Natural+Wood+Fibers%2C+Natural+Acacia+Gum%2C+Unbleached+-+Ultra-Thin+and+Slow-Burning&prds=localAnnotatedOfferId:1,catalogid:7665583657880521125,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","JOB Gold 1-1/2 Size Rolling Papers Set, 24 Booklets (24 Rolling Papers per Booklet) 100% Natural Wood Fibers, Natural Acacia Gum, Unbleached - Ultra-Thin and Slow-Burning",,7665583657880521125
ImdIpi4FeO,https://bhezy.github.io/r/ImdIpi4FeO/,"https://www.google.com/search?ibp=oshop&q=10Ft+Long+Surge+Protector+Power+Strip+-+Extension+Cord+with+Multiple+Outlets%2C+5+Widely+Outlets+3+USB+Charging+Ports%2C+Flat+Plug+Overload+Surge+Protection%2C+Wall+Mount+for+Home%2C+Office+ETL+Listed%2C+2+Pack&prds=localAnnotatedOfferId:1,productid:13039077632401140602,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","10Ft Long Surge Protector Power Strip - Extension Cord with Multiple Outlets, 5 Widely Outlets 3 USB Charging Ports, Flat Plug Overload Surge Protection, Wall Mount for Home, Office ETL Listed, 2 Pack",13039077632401140602,
